replicate,n_tasks,regime,policy,expected_total_cost,task_success_rate,incorrect_action_rate,clarification_frequency
36,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
36,10000,calibrated,threshold,0.9602,0.9837,0.0163,0.8787
36,10000,overconfident,always_act,1.927,0.6146,0.3854,0.0
36,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
36,10000,overconfident,threshold,1.1449,0.8812,0.1188,0.5509
36,10000,underconfident,always_act,1.927,0.6146,0.3854,0.0
36,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
36,10000,underconfident,threshold,0.9954,0.9999,0.0001,0.9949
36,10000,noisy,always_act,2.1475,0.5705,0.4295,0.0
36,10000,noisy,always_ask,1.0,1.0,0.0,1.0
36,10000,noisy,threshold,1.0089,0.964,0.036,0.8289
37,10000,calibrated,always_act,1.9045,0.6191,0.3809,0.0
37,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
37,10000,calibrated,threshold,0.9498,0.9868,0.0132,0.8838
37,10000,overconfident,always_act,1.9045,0.6191,0.3809,0.0
37,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
37,10000,overconfident,threshold,1.0988,0.8935,0.1065,0.5663
37,10000,underconfident,always_act,1.9045,0.6191,0.3809,0.0
37,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
37,10000,underconfident,threshold,0.9949,1.0,0.0,0.9949
37,10000,noisy,always_act,2.0835,0.5833,0.4167,0.0
37,10000,noisy,always_ask,1.0,1.0,0.0,1.0
37,10000,noisy,threshold,1.0026,0.9673,0.0327,0.8391
38,10000,calibrated,always_act,1.9585,0.6083,0.3917,0.0
38,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
38,10000,calibrated,threshold,0.9559,0.9845,0.0155,0.8784
38,10000,overconfident,always_act,1.9585,0.6083,0.3917,0.0
38,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
38,10000,overconfident,threshold,1.1345,0.8846,0.1154,0.5575
38,10000,underconfident,always_act,1.9585,0.6083,0.3917,0.0
38,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
38,10000,underconfident,threshold,0.9971,0.9999,0.0001,0.9966
38,10000,noisy,always_act,2.135,0.573,0.427,0.0
38,10000,noisy,always_ask,1.0,1.0,0.0,1.0
38,10000,noisy,threshold,1.0081,0.9645,0.0355,0.8306
39,10000,calibrated,always_act,1.917,0.6166,0.3834,0.0
39,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
39,10000,calibrated,threshold,0.9497,0.9863,0.0137,0.8812
39,10000,overconfident,always_act,1.917,0.6166,0.3834,0.0
39,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
39,10000,overconfident,threshold,1.129,0.8852,0.1148,0.555
39,10000,underconfident,always_act,1.917,0.6166,0.3834,0.0
39,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
39,10000,underconfident,threshold,0.9968,0.9999,0.0001,0.9963
39,10000,noisy,always_act,2.102,0.5796,0.4204,0.0
39,10000,noisy,always_ask,1.0,1.0,0.0,1.0
39,10000,noisy,threshold,0.992,0.9688,0.0312,0.836
40,10000,calibrated,always_act,1.9535,0.6093,0.3907,0.0
40,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
40,10000,calibrated,threshold,0.9614,0.9835,0.0165,0.8789
40,10000,overconfident,always_act,1.9535,0.6093,0.3907,0.0
40,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
40,10000,overconfident,threshold,1.141,0.8844,0.1156,0.563
40,10000,underconfident,always_act,1.9535,0.6093,0.3907,0.0
40,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
40,10000,underconfident,threshold,0.996,1.0,0.0,0.996
40,10000,noisy,always_act,2.131,0.5738,0.4262,0.0
40,10000,noisy,always_ask,1.0,1.0,0.0,1.0
40,10000,noisy,threshold,1.0026,0.9665,0.0335,0.8351
41,10000,calibrated,always_act,1.96,0.608,0.392,0.0
41,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
41,10000,calibrated,threshold,0.969,0.9827,0.0173,0.8825
41,10000,overconfident,always_act,1.96,0.608,0.392,0.0
41,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
41,10000,overconfident,threshold,1.1261,0.8868,0.1132,0.5601
41,10000,underconfident,always_act,1.96,0.608,0.392,0.0
41,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
41,10000,underconfident,threshold,0.9982,0.9998,0.0002,0.9972
41,10000,noisy,always_act,2.156,0.5688,0.4312,0.0
41,10000,noisy,always_ask,1.0,1.0,0.0,1.0
41,10000,noisy,threshold,1.0095,0.9658,0.0342,0.8385
42,10000,calibrated,always_act,1.919,0.6162,0.3838,0.0
42,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
42,10000,calibrated,threshold,0.951,0.9853,0.0147,0.8775
42,10000,overconfident,always_act,1.919,0.6162,0.3838,0.0
42,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
42,10000,overconfident,threshold,1.0994,0.8904,0.1096,0.5514
42,10000,underconfident,always_act,1.919,0.6162,0.3838,0.0
42,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
42,10000,underconfident,threshold,0.997,0.9999,0.0001,0.9965
42,10000,noisy,always_act,2.101,0.5798,0.4202,0.0
42,10000,noisy,always_ask,1.0,1.0,0.0,1.0
42,10000,noisy,threshold,1.0045,0.9656,0.0344,0.8325
43,10000,calibrated,always_act,1.951,0.6098,0.3902,0.0
43,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
43,10000,calibrated,threshold,0.9621,0.9829,0.0171,0.8766
43,10000,overconfident,always_act,1.951,0.6098,0.3902,0.0
43,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
43,10000,overconfident,threshold,1.1324,0.8846,0.1154,0.5554
43,10000,underconfident,always_act,1.951,0.6098,0.3902,0.0
43,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
43,10000,underconfident,threshold,0.998,0.9998,0.0002,0.997
43,10000,noisy,always_act,2.1075,0.5785,0.4215,0.0
43,10000,noisy,always_ask,1.0,1.0,0.0,1.0
43,10000,noisy,threshold,1.0257,0.9602,0.0398,0.8267
44,10000,calibrated,always_act,1.966,0.6068,0.3932,0.0
44,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
44,10000,calibrated,threshold,0.9602,0.9831,0.0169,0.8757
44,10000,overconfident,always_act,1.966,0.6068,0.3932,0.0
44,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
44,10000,overconfident,threshold,1.1328,0.8848,0.1152,0.5568
44,10000,underconfident,always_act,1.966,0.6068,0.3932,0.0
44,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
44,10000,underconfident,threshold,0.9961,1.0,0.0,0.9961
44,10000,noisy,always_act,2.115,0.577,0.423,0.0
44,10000,noisy,always_ask,1.0,1.0,0.0,1.0
44,10000,noisy,threshold,1.0077,0.9649,0.0351,0.8322
45,10000,calibrated,always_act,1.947,0.6106,0.3894,0.0
45,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
45,10000,calibrated,threshold,0.9572,0.9845,0.0155,0.8797
45,10000,overconfident,always_act,1.947,0.6106,0.3894,0.0
45,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
45,10000,overconfident,threshold,1.1153,0.8895,0.1105,0.5628
45,10000,underconfident,always_act,1.947,0.6106,0.3894,0.0
45,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
45,10000,underconfident,threshold,0.9964,1.0,0.0,0.9964
45,10000,noisy,always_act,2.118,0.5764,0.4236,0.0
45,10000,noisy,always_ask,1.0,1.0,0.0,1.0
45,10000,noisy,threshold,0.9954,0.9678,0.0322,0.8344
46,10000,calibrated,always_act,2.01,0.598,0.402,0.0
46,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
46,10000,calibrated,threshold,0.9638,0.984,0.016,0.8838
46,10000,overconfident,always_act,2.01,0.598,0.402,0.0
46,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
46,10000,overconfident,threshold,1.1415,0.8863,0.1137,0.573
46,10000,underconfident,always_act,2.01,0.598,0.402,0.0
46,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
46,10000,underconfident,threshold,0.9962,1.0,0.0,0.9962
46,10000,noisy,always_act,2.1545,0.5691,0.4309,0.0
46,10000,noisy,always_ask,1.0,1.0,0.0,1.0
46,10000,noisy,threshold,1.0122,0.9654,0.0346,0.8392
47,10000,calibrated,always_act,1.9235,0.6153,0.3847,0.0
47,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
47,10000,calibrated,threshold,0.9647,0.982,0.018,0.8747
47,10000,overconfident,always_act,1.9235,0.6153,0.3847,0.0
47,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
47,10000,overconfident,threshold,1.1176,0.8866,0.1134,0.5506
47,10000,underconfident,always_act,1.9235,0.6153,0.3847,0.0
47,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
47,10000,underconfident,threshold,0.9959,1.0,0.0,0.9959
47,10000,noisy,always_act,2.1065,0.5787,0.4213,0.0
47,10000,noisy,always_ask,1.0,1.0,0.0,1.0
47,10000,noisy,threshold,1.0095,0.9641,0.0359,0.83
48,10000,calibrated,always_act,1.965,0.607,0.393,0.0
48,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
48,10000,calibrated,threshold,0.9624,0.9832,0.0168,0.8784
48,10000,overconfident,always_act,1.965,0.607,0.393,0.0
48,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
48,10000,overconfident,threshold,1.1213,0.8875,0.1125,0.5588
48,10000,underconfident,always_act,1.965,0.607,0.393,0.0
48,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
48,10000,underconfident,threshold,0.9974,1.0,0.0,0.9974
48,10000,noisy,always_act,2.127,0.5746,0.4254,0.0
48,10000,noisy,always_ask,1.0,1.0,0.0,1.0
48,10000,noisy,threshold,0.9973,0.9672,0.0328,0.8333
49,10000,calibrated,always_act,1.922,0.6156,0.3844,0.0
49,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
49,10000,calibrated,threshold,0.9593,0.9835,0.0165,0.8768
49,10000,overconfident,always_act,1.922,0.6156,0.3844,0.0
49,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
49,10000,overconfident,threshold,1.0986,0.8939,0.1061,0.5681
49,10000,underconfident,always_act,1.922,0.6156,0.3844,0.0
49,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
49,10000,underconfident,threshold,0.9975,0.9998,0.0002,0.9965
49,10000,noisy,always_act,2.079,0.5842,0.4158,0.0
49,10000,noisy,always_ask,1.0,1.0,0.0,1.0
49,10000,noisy,threshold,0.9999,0.9661,0.0339,0.8304
50,10000,calibrated,always_act,1.933,0.6134,0.3866,0.0
50,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
50,10000,calibrated,threshold,0.964,0.9832,0.0168,0.88
50,10000,overconfident,always_act,1.933,0.6134,0.3866,0.0
50,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
50,10000,overconfident,threshold,1.1221,0.8874,0.1126,0.5591
50,10000,underconfident,always_act,1.933,0.6134,0.3866,0.0
50,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
50,10000,underconfident,threshold,0.9965,1.0,0.0,0.9965
50,10000,noisy,always_act,2.128,0.5744,0.4256,0.0
50,10000,noisy,always_ask,1.0,1.0,0.0,1.0
50,10000,noisy,threshold,0.9975,0.9674,0.0326,0.8345
51,10000,calibrated,always_act,1.929,0.6142,0.3858,0.0
51,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
51,10000,calibrated,threshold,0.9537,0.9853,0.0147,0.8802
51,10000,overconfident,always_act,1.929,0.6142,0.3858,0.0
51,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
51,10000,overconfident,threshold,1.1191,0.8888,0.1112,0.5631
51,10000,underconfident,always_act,1.929,0.6142,0.3858,0.0
51,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
51,10000,underconfident,threshold,0.9975,0.9999,0.0001,0.997
51,10000,noisy,always_act,2.136,0.5728,0.4272,0.0
51,10000,noisy,always_ask,1.0,1.0,0.0,1.0
51,10000,noisy,threshold,0.9991,0.9676,0.0324,0.8371
52,10000,calibrated,always_act,1.9685,0.6063,0.3937,0.0
52,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
52,10000,calibrated,threshold,0.9687,0.9826,0.0174,0.8817
52,10000,overconfident,always_act,1.9685,0.6063,0.3937,0.0
52,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
52,10000,overconfident,threshold,1.1443,0.8843,0.1157,0.5658
52,10000,underconfident,always_act,1.9685,0.6063,0.3937,0.0
52,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
52,10000,underconfident,threshold,0.9963,0.9999,0.0001,0.9958
52,10000,noisy,always_act,2.1405,0.5719,0.4281,0.0
52,10000,noisy,always_ask,1.0,1.0,0.0,1.0
52,10000,noisy,threshold,1.0008,0.9677,0.0323,0.8393
53,10000,calibrated,always_act,1.9445,0.6111,0.3889,0.0
53,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
53,10000,calibrated,threshold,0.9605,0.9832,0.0168,0.8765
53,10000,overconfident,always_act,1.9445,0.6111,0.3889,0.0
53,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
53,10000,overconfident,threshold,1.1369,0.8844,0.1156,0.5589
53,10000,underconfident,always_act,1.9445,0.6111,0.3889,0.0
53,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
53,10000,underconfident,threshold,0.9956,0.9998,0.0002,0.9946
53,10000,noisy,always_act,2.107,0.5786,0.4214,0.0
53,10000,noisy,always_ask,1.0,1.0,0.0,1.0
53,10000,noisy,threshold,1.0091,0.9643,0.0357,0.8306
54,10000,calibrated,always_act,1.987,0.6026,0.3974,0.0
54,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
54,10000,calibrated,threshold,0.9673,0.9832,0.0168,0.8833
54,10000,overconfident,always_act,1.987,0.6026,0.3974,0.0
54,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
54,10000,overconfident,threshold,1.1293,0.8883,0.1117,0.5708
54,10000,underconfident,always_act,1.987,0.6026,0.3974,0.0
54,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
54,10000,underconfident,threshold,0.9965,1.0,0.0,0.9965
54,10000,noisy,always_act,2.1715,0.5657,0.4343,0.0
54,10000,noisy,always_ask,1.0,1.0,0.0,1.0
54,10000,noisy,threshold,1.0033,0.9666,0.0334,0.8363
55,10000,calibrated,always_act,1.953,0.6094,0.3906,0.0
55,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
55,10000,calibrated,threshold,0.9564,0.9851,0.0149,0.8819
55,10000,overconfident,always_act,1.953,0.6094,0.3906,0.0
55,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
55,10000,overconfident,threshold,1.126,0.8871,0.1129,0.5615
55,10000,underconfident,always_act,1.953,0.6094,0.3906,0.0
55,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
55,10000,underconfident,threshold,0.9966,1.0,0.0,0.9966
55,10000,noisy,always_act,2.153,0.5694,0.4306,0.0
55,10000,noisy,always_ask,1.0,1.0,0.0,1.0
55,10000,noisy,threshold,0.9937,0.9693,0.0307,0.8402
56,10000,calibrated,always_act,1.9365,0.6127,0.3873,0.0
56,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
56,10000,calibrated,threshold,0.9634,0.9831,0.0169,0.8789
56,10000,overconfident,always_act,1.9365,0.6127,0.3873,0.0
56,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
56,10000,overconfident,threshold,1.1134,0.8883,0.1117,0.5549
56,10000,underconfident,always_act,1.9365,0.6127,0.3873,0.0
56,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
56,10000,underconfident,threshold,0.9962,1.0,0.0,0.9962
56,10000,noisy,always_act,2.1295,0.5741,0.4259,0.0
56,10000,noisy,always_ask,1.0,1.0,0.0,1.0
56,10000,noisy,threshold,1.0034,0.9658,0.0342,0.8324
57,10000,calibrated,always_act,1.966,0.6068,0.3932,0.0
57,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
57,10000,calibrated,threshold,0.9596,0.9842,0.0158,0.8806
57,10000,overconfident,always_act,1.966,0.6068,0.3932,0.0
57,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
57,10000,overconfident,threshold,1.1278,0.8868,0.1132,0.5618
57,10000,underconfident,always_act,1.966,0.6068,0.3932,0.0
57,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
57,10000,underconfident,threshold,0.9972,0.9999,0.0001,0.9967
57,10000,noisy,always_act,2.158,0.5684,0.4316,0.0
57,10000,noisy,always_ask,1.0,1.0,0.0,1.0
57,10000,noisy,threshold,1.009,0.9652,0.0348,0.835
58,10000,calibrated,always_act,1.96,0.608,0.392,0.0
58,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
58,10000,calibrated,threshold,0.9614,0.9842,0.0158,0.8824
58,10000,overconfident,always_act,1.96,0.608,0.392,0.0
58,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
58,10000,overconfident,threshold,1.146,0.8821,0.1179,0.5565
58,10000,underconfident,always_act,1.96,0.608,0.392,0.0
58,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
58,10000,underconfident,threshold,0.9966,0.9999,0.0001,0.9961
58,10000,noisy,always_act,2.1645,0.5671,0.4329,0.0
58,10000,noisy,always_ask,1.0,1.0,0.0,1.0
58,10000,noisy,threshold,1.0084,0.9652,0.0348,0.8344
59,10000,calibrated,always_act,1.94,0.612,0.388,0.0
59,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
59,10000,calibrated,threshold,0.9557,0.9853,0.0147,0.8822
59,10000,overconfident,always_act,1.94,0.612,0.388,0.0
59,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
59,10000,overconfident,threshold,1.1242,0.8871,0.1129,0.5597
59,10000,underconfident,always_act,1.94,0.612,0.388,0.0
59,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
59,10000,underconfident,threshold,0.9962,0.9999,0.0001,0.9957
59,10000,noisy,always_act,2.1435,0.5713,0.4287,0.0
59,10000,noisy,always_ask,1.0,1.0,0.0,1.0
59,10000,noisy,threshold,0.9968,0.9671,0.0329,0.8323
60,10000,calibrated,always_act,1.9085,0.6183,0.3817,0.0
60,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
60,10000,calibrated,threshold,0.9519,0.9858,0.0142,0.8809
60,10000,overconfident,always_act,1.9085,0.6183,0.3817,0.0
60,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
60,10000,overconfident,threshold,1.1262,0.8845,0.1155,0.5487
60,10000,underconfident,always_act,1.9085,0.6183,0.3817,0.0
60,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
60,10000,underconfident,threshold,0.9963,0.9999,0.0001,0.9958
60,10000,noisy,always_act,2.0915,0.5817,0.4183,0.0
60,10000,noisy,always_ask,1.0,1.0,0.0,1.0
60,10000,noisy,threshold,0.9978,0.966,0.034,0.8278
61,10000,calibrated,always_act,1.9495,0.6101,0.3899,0.0
61,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
61,10000,calibrated,threshold,0.9531,0.9857,0.0143,0.8816
61,10000,overconfident,always_act,1.9495,0.6101,0.3899,0.0
61,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
61,10000,overconfident,threshold,1.1289,0.8853,0.1147,0.5554
61,10000,underconfident,always_act,1.9495,0.6101,0.3899,0.0
61,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
61,10000,underconfident,threshold,0.996,1.0,0.0,0.996
61,10000,noisy,always_act,2.1105,0.5779,0.4221,0.0
61,10000,noisy,always_ask,1.0,1.0,0.0,1.0
61,10000,noisy,threshold,1.0027,0.9656,0.0344,0.8307
62,10000,calibrated,always_act,1.961,0.6078,0.3922,0.0
62,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
62,10000,calibrated,threshold,0.957,0.9847,0.0153,0.8805
62,10000,overconfident,always_act,1.961,0.6078,0.3922,0.0
62,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
62,10000,overconfident,threshold,1.1274,0.8852,0.1148,0.5534
62,10000,underconfident,always_act,1.961,0.6078,0.3922,0.0
62,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
62,10000,underconfident,threshold,0.9958,1.0,0.0,0.9958
62,10000,noisy,always_act,2.1265,0.5747,0.4253,0.0
62,10000,noisy,always_ask,1.0,1.0,0.0,1.0
62,10000,noisy,threshold,0.9976,0.968,0.032,0.8376
63,10000,calibrated,always_act,1.9255,0.6149,0.3851,0.0
63,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
63,10000,calibrated,threshold,0.9674,0.9819,0.0181,0.8769
63,10000,overconfident,always_act,1.9255,0.6149,0.3851,0.0
63,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
63,10000,overconfident,threshold,1.1218,0.8863,0.1137,0.5533
63,10000,underconfident,always_act,1.9255,0.6149,0.3851,0.0
63,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
63,10000,underconfident,threshold,0.9969,0.9997,0.0003,0.9954
63,10000,noisy,always_act,2.1055,0.5789,0.4211,0.0
63,10000,noisy,always_ask,1.0,1.0,0.0,1.0
63,10000,noisy,threshold,1.0124,0.9641,0.0359,0.8329
64,10000,calibrated,always_act,1.941,0.6118,0.3882,0.0
64,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
64,10000,calibrated,threshold,0.9661,0.9832,0.0168,0.8821
64,10000,overconfident,always_act,1.941,0.6118,0.3882,0.0
64,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
64,10000,overconfident,threshold,1.1587,0.8795,0.1205,0.5562
64,10000,underconfident,always_act,1.941,0.6118,0.3882,0.0
64,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
64,10000,underconfident,threshold,0.9967,1.0,0.0,0.9967
64,10000,noisy,always_act,2.134,0.5732,0.4268,0.0
64,10000,noisy,always_ask,1.0,1.0,0.0,1.0
64,10000,noisy,threshold,1.0154,0.964,0.036,0.8354
65,10000,calibrated,always_act,1.9195,0.6161,0.3839,0.0
65,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
65,10000,calibrated,threshold,0.9516,0.9857,0.0143,0.8801
65,10000,overconfident,always_act,1.9195,0.6161,0.3839,0.0
65,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
65,10000,overconfident,threshold,1.1308,0.885,0.115,0.5558
65,10000,underconfident,always_act,1.9195,0.6161,0.3839,0.0
65,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
65,10000,underconfident,threshold,0.995,1.0,0.0,0.995
65,10000,noisy,always_act,2.1105,0.5779,0.4221,0.0
65,10000,noisy,always_ask,1.0,1.0,0.0,1.0
65,10000,noisy,threshold,1.0029,0.9664,0.0336,0.8349
66,10000,calibrated,always_act,1.9235,0.6153,0.3847,0.0
66,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
66,10000,calibrated,threshold,0.9657,0.9835,0.0165,0.8832
66,10000,overconfident,always_act,1.9235,0.6153,0.3847,0.0
66,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
66,10000,overconfident,threshold,1.1061,0.8902,0.1098,0.5571
66,10000,underconfident,always_act,1.9235,0.6153,0.3847,0.0
66,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
66,10000,underconfident,threshold,0.9975,1.0,0.0,0.9975
66,10000,noisy,always_act,2.1065,0.5787,0.4213,0.0
66,10000,noisy,always_ask,1.0,1.0,0.0,1.0
66,10000,noisy,threshold,1.0036,0.9663,0.0337,0.8351
67,10000,calibrated,always_act,1.983,0.6034,0.3966,0.0
67,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
67,10000,calibrated,threshold,0.9606,0.9831,0.0169,0.8761
67,10000,overconfident,always_act,1.983,0.6034,0.3966,0.0
67,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
67,10000,overconfident,threshold,1.126,0.8879,0.1121,0.5655
67,10000,underconfident,always_act,1.983,0.6034,0.3966,0.0
67,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
67,10000,underconfident,threshold,0.9955,1.0,0.0,0.9955
67,10000,noisy,always_act,2.1365,0.5727,0.4273,0.0
67,10000,noisy,always_ask,1.0,1.0,0.0,1.0
67,10000,noisy,threshold,1.0097,0.9641,0.0359,0.8302
68,10000,calibrated,always_act,1.922,0.6156,0.3844,0.0
68,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
68,10000,calibrated,threshold,0.9526,0.9848,0.0152,0.8766
68,10000,overconfident,always_act,1.922,0.6156,0.3844,0.0
68,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
68,10000,overconfident,threshold,1.1405,0.8823,0.1177,0.552
68,10000,underconfident,always_act,1.922,0.6156,0.3844,0.0
68,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
68,10000,underconfident,threshold,0.9976,0.9997,0.0003,0.9961
68,10000,noisy,always_act,2.097,0.5806,0.4194,0.0
68,10000,noisy,always_ask,1.0,1.0,0.0,1.0
68,10000,noisy,threshold,1.0013,0.9661,0.0339,0.8318
69,10000,calibrated,always_act,1.9545,0.6091,0.3909,0.0
69,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
69,10000,calibrated,threshold,0.9638,0.9825,0.0175,0.8763
69,10000,overconfident,always_act,1.9545,0.6091,0.3909,0.0
69,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
69,10000,overconfident,threshold,1.1291,0.8863,0.1137,0.5606
69,10000,underconfident,always_act,1.9545,0.6091,0.3909,0.0
69,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
69,10000,underconfident,threshold,0.9972,0.9998,0.0002,0.9962
69,10000,noisy,always_act,2.1065,0.5787,0.4213,0.0
69,10000,noisy,always_ask,1.0,1.0,0.0,1.0
69,10000,noisy,threshold,1.0059,0.9653,0.0347,0.8324
70,10000,calibrated,always_act,1.9035,0.6193,0.3807,0.0
70,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
70,10000,calibrated,threshold,0.9551,0.9848,0.0152,0.8791
70,10000,overconfident,always_act,1.9035,0.6193,0.3807,0.0
70,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
70,10000,overconfident,threshold,1.0983,0.8917,0.1083,0.5568
70,10000,underconfident,always_act,1.9035,0.6193,0.3807,0.0
70,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
70,10000,underconfident,threshold,0.9985,0.9995,0.0005,0.996
70,10000,noisy,always_act,2.0735,0.5853,0.4147,0.0
70,10000,noisy,always_ask,1.0,1.0,0.0,1.0
70,10000,noisy,threshold,0.988,0.9691,0.0309,0.8335
71,10000,calibrated,always_act,1.97,0.606,0.394,0.0
71,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
71,10000,calibrated,threshold,0.968,0.983,0.017,0.883
71,10000,overconfident,always_act,1.97,0.606,0.394,0.0
71,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
71,10000,overconfident,threshold,1.1409,0.8838,0.1162,0.5599
71,10000,underconfident,always_act,1.97,0.606,0.394,0.0
71,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
71,10000,underconfident,threshold,0.9971,0.9998,0.0002,0.9961
71,10000,noisy,always_act,2.1525,0.5695,0.4305,0.0
71,10000,noisy,always_ask,1.0,1.0,0.0,1.0
71,10000,noisy,threshold,1.0201,0.9625,0.0375,0.8326
72,10000,calibrated,always_act,1.9505,0.6099,0.3901,0.0
72,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
72,10000,calibrated,threshold,0.9477,0.9868,0.0132,0.8817
72,10000,overconfident,always_act,1.9505,0.6099,0.3901,0.0
72,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
